,No.,neg,neu,pos,compound,Hotel Name,Ratings,Reviews
929,1266,0.366,0.515,0.119,-0.9313,Hotel Boss,0,incident girl breakfast st floor hotel staff support file complaint rude learn behave guests mistake go back tell want breakfast humiliated infront everyone asking go pay first breakfast ways guest infront everyone angry tone teach polite worst part confronted want apologize 
930,1267,0.0,0.714,0.286,0.7184,Hotel Boss,0,rooms economical comfortable clean lot rubbish corridor get picked often wanted stay close sultan mosque hotel close 
931,1268,0.0,0.494,0.506,0.6249,Hotel Boss,5,room size small location superb 
932,1269,0.147,0.853,0.0,-0.4767,Hotel Boss,2,im staying twin room room bed soooooo tiny im small poor mom bed  cm width mins walk nearest mrt 
933,1270,0.0,0.828,0.172,0.4404,Hotel Boss,2,small room hardly room move views box room service food options good location early check 
934,1271,0.0,0.758,0.242,0.4939,Hotel Boss,2,musty bathroom spoiled door handle balcony closet mouldy tiles friendly staff 
935,1272,0.116,0.66,0.224,0.5106,Hotel Boss,0,rooms cleaned every nd day bad wifi rooms small help desk unhelpful movie channels tv runs wifi tv location mrt great food market 
936,1273,0.0,1.0,0.0,0.0,Hotel Boss,2,size rooms extremely small iron iron board room location 
937,1274,0.0,1.0,0.0,0.0,Hotel Boss,0,room cleaninh almost non existant  days 
938,1275,0.0,0.154,0.846,0.6705,Hotel Boss,5,clean nice view 
939,1276,0.0,0.633,0.367,0.4404,Hotel Boss,2,bathroom good room crammed staffs cleanliness 
940,1277,0.252,0.407,0.341,0.2732,Hotel Boss,0,reception attitude except mr faizal best poor 
941,1278,0.0,0.508,0.492,0.4404,Hotel Boss,2,room small good location 
942,1279,0.0,0.783,0.217,0.6124,Hotel Boss,0,like anything place pricey tiny rooms alternate days room service like anything place pricey tiny rooms alternate days room service 
943,1280,0.111,0.712,0.177,0.5423,Hotel Boss,2,like size room  people space move place keep luggage cupboard keep clothes hanger front face ridiculous people come visit room hide personal belongings paid enough getting best accommodation cleaning system everyday 
944,1281,0.0,1.0,0.0,0.0,Hotel Boss,2,breakfast room small cleaning inexistant pool 
945,1282,0.0,1.0,0.0,0.0,Hotel Boss,2,room size room accessories 
946,1308,0.0,0.859,0.141,0.7351,Hotel Boss,1,hear water flushing drainage water adjacent room like bathroom plus management also try remind guests minimize noise pool area says pm people hang swimming til abt  pm kids playing hear room havent seen also pool water treated usually done evenings til morning would helpful guests nearby mart maybe   one near lobby fully stocked balcony 
947,1309,0.0,1.0,0.0,0.0,Hotel Boss,0,given water blood bed sheets breakfast pore nothing 
948,1310,0.0,0.408,0.592,0.4404,Hotel Boss,5,chinnes food good 
949,1311,0.0,0.686,0.314,0.4939,Hotel Boss,4,room relatively small location swimming pool friendly staff 
950,1312,0.115,0.725,0.16,0.7552,Hotel Boss,2,firstly whole ad booking com unclear selected hotel travelling family ad stated breakfast included unfortunately booking breakfast included option booking presumed included cost arrived went breakfast next day totally disappointed pay big amount breakfast x  stay breakfast worth amount paid could choices included secondly rooms sound proof could hear next door neighbour shouting celebrating late night early morning  specially tiring days lastly air con tv room useless report times tv got sorted air con never overall okay stay days family  room size storage facilities suitcases great hotel near city centre good access little india side city lobby area good staff reception helpful 
951,1313,0.0,0.707,0.293,0.4404,Hotel Boss,2,small room safe work room two suitcases location 
952,1314,0.0,1.0,0.0,0.0,Hotel Boss,5,room size everything except room size 
953,1315,0.0,0.863,0.137,0.6908,Hotel Boss,2,tiny rooms thick walls lot noise rooms corridor much foot flow floors garbage clients let clients front desk f doors high traffic hotel like train station far much crowded personalized service pretty new building pool location far away downtown 
954,1316,0.592,0.408,0.0,-0.4404,Hotel Boss,0,dirty noising nothing 
955,1317,0.0,1.0,0.0,0.0,Hotel Boss,2,small size room per cost location hotel 
956,1318,0.088,0.579,0.332,0.7906,Hotel Boss,2,price friend paid facilities could cleaner shower sink dirty walls paper thin hear people even people hallway location far everything staff always friendly nice 
957,1319,0.0,0.847,0.153,0.3687,Hotel Boss,2,room got cupboard room small accomodate  person regular cleaning toilet got little space overall satisfied 
958,1320,0.334,0.596,0.07,-0.943,Hotel Boss,2,cleanliness extremely dirty hotel seen good cleaning since ages rooms besides dirty small closet space unpacking even turn around bathroom tiny dirty  towel total per person vanity set pool avoid want catch disease dirtiness breakfast horrible plastic plates cups rude manners service staff la posizione 
959,1321,0.182,0.629,0.189,0.0516,Hotel Boss,0,rooms tiny delayed arriving requested one rooms cancelled managers interested helping us delayed arriving two days stay extra vdays never saw second room booked lobby spectacular 
960,1322,0.0,1.0,0.0,0.0,Hotel Boss,2,average property 
961,1323,0.035,0.678,0.288,0.9233,Hotel Boss,5,bed quite hard little daylight room due window facing courtyard location particularly proximity mrt station walking distance little india pool area fantastic amazing views excellent bar shop eating facilities around hotel felt safe even late night always busy 
962,1324,0.0,0.396,0.604,0.9136,Hotel Boss,4,actually room ok space clothes still good like room balcony nice view water strong 
963,1325,0.036,0.649,0.314,0.9269,Hotel Boss,0,im coming back hotel future know achieve sg clean certificate dont clean room daily called housekeeping staff inform dont clean housekeeping odd number rooms saturday saturday even numbers rooms rooms small money paid breakfast worth money sama food  days straight food lack taste food simple price positive hotel location lobby staff 
964,1326,0.0,1.0,0.0,0.0,Hotel Boss,2,rooms space colors decoration rooms pictures totally deceptive reality 
965,1327,0.0,0.706,0.294,0.3612,Hotel Boss,0,felt claustrophobic small room  people luggage fit 
966,1328,0.254,0.664,0.081,-0.6901,Hotel Boss,0,really bad experience staff cleaners took clothes staff uninterested helping get back also wifi poor room smaller pictures cheaper compared options 
967,1329,0.0,1.0,0.0,0.0,Hotel Boss,2,size rooms small breakfast average location cleanliness 
968,1330,0.27,0.552,0.178,-0.5165,Hotel Boss,1,room extremely small dark grey walls like prison cell shower ridiculous leaked bathroom tv signal room looked black building like night time time noisy guests corridor much 
969,1331,0.142,0.558,0.3,0.872,Hotel Boss,4,hopefully staff attentive giving rooms guests incidence missed schedule river cruise alright booked deluxe room give us room smell smoke partner allergic smoke move us another room sadly aircon motor noisy luckily move us another room good  persons th floor nice city view far everything clean 
970,1332,0.0,0.488,0.512,0.2732,Hotel Boss,5,toothbrushes well maintained 
971,1358,0.094,0.504,0.403,0.8225,Hotel Boss,2,rooms tiny beds beyond uncomfortable rock solid windows open could fresh air room pool awesome view staff friendly accomodating 
972,1359,0.0,0.0,0.0,0.0,Hotel Boss,2,
973,1360,0.0,0.816,0.184,0.2023,Hotel Boss,4,wan written anywhere top amount applied additional  gst location 
974,1361,0.0,0.804,0.196,0.296,Hotel Boss,2,room simply small room air con cold hotel ok location 
975,1362,0.0,1.0,0.0,0.0,Hotel Boss,2,room congested cupboards keep clothes 
976,1363,0.182,0.678,0.139,-0.0536,Hotel Boss,5,nothing location excellent like access kampong glam breakfast lunch dinner even though mrt  minute walk hotel ended using buses time super convenient 
977,1364,0.318,0.391,0.291,-0.128,Hotel Boss,0,staff manners bother greet even say thanks checkout unprofessional management view 
978,1365,0.143,0.669,0.187,0.3906,Hotel Boss,2,neighbor room speaks louds even hallway hear furthermore heard water running non stop really annoying cleanness poor policy provide enough support able clean room everyday good sign continued rising covid cases singapore plus hotel provide alcohol spray customers thing rate high location near mrt station good tourists 
979,1366,0.463,0.373,0.164,-0.6124,Hotel Boss,2,poor wifi poor wifi small room location ok 
980,1367,0.279,0.721,0.0,-0.4767,Hotel Boss,0,except location everything poor everything including food staff location 
981,1368,0.164,0.282,0.554,0.7845,Hotel Boss,5,room service bit problematic beautiful view clean friendly staff 
982,1369,0.233,0.767,0.0,-0.7845,Hotel Boss,0,size room price bad upset room even step keep luggage charged nearly  day toilet roll sugar tea coffee give mixer expect drink staffs know diff toilet roll n tissue location 
983,1370,0.183,0.675,0.142,-0.128,Hotel Boss,2, limited space room  tv channels local  absence hand towel face towel  sheer curtain lack privacy  nights sgd  breakfast expensive good experience hotel  aircon noisy problems sleep  room compact hardly room moving room opening luggage difficult due small space room  luggage stand unsturdy go back hotel recommend hotel anyone else 
984,1371,0.0,0.723,0.277,0.7845,Hotel Boss,2,bedroom really small hair sink breakfast really average overcrowded staff overall concern customer location great swimming pool also nice area 
985,1372,0.515,0.485,0.0,-0.6486,Hotel Boss,2,small rooms water pressure poor breakfast location 
986,1373,0.508,0.492,0.0,-0.4767,Hotel Boss,0,poor service small rooms 
987,1374,0.0,0.725,0.275,0.9578,Hotel Boss,4,none front desk staff helpfull uncle luggage excellent great hotel location easy access everywhere go return avail water keetle room important morning issue large hotel lobby bravo little park beside hotel morning exercise  min walk arab street also sultan mosque fine attraction turkish restaurants along aley like go street bar  min walk arab street  min back airport  closest bugis mrt station ciao ciao 
988,1375,0.197,0.688,0.115,-0.5699,Hotel Boss,1,felt like staying prison staying hotel window facing dark inner yard could see sky continuous noise coming building making feel really anxious even room balcony really cramped one receptionists really rude location close mrt clean room 
989,1376,0.533,0.467,0.0,-0.7906,Hotel Boss,2,poor facilities poor food replace empty water bottles room location 
990,1377,0.0,1.0,0.0,0.0,Hotel Boss,2,hotel busy customer didnt change towel eventhough call request 
991,1378,0.206,0.687,0.107,-0.6705,Hotel Boss,0,travelled family four  small kids rooms tiny barely space travel cot floor let alone pram pay extra upgrade triple room family room could use extra balcony space dump pram suitcases hotel used covid isolation residence bit unnerving housekeeping every  days going green asked come every day kids make mess refused dumped cardboard box towels water bottles room location great lots bus stops shops outside making easy explore singapore breakfast ok 
992,1379,0.0,1.0,0.0,0.0,Hotel Boss,2,staff 
993,1380,0.249,0.751,0.0,-0.6486,Hotel Boss,2,unfortunately beds hard made difficult night sleep rooms also small musky smell hotel located close lavender train station convenient travel around singapore 
994,1381,0.2,0.484,0.316,0.5574,Hotel Boss,1,rooms far small family bathroom terrible toilet paper tissue roll lighting bathroom poor front desk efficient great service location good 
995,1382,0.165,0.579,0.256,0.7184,Hotel Boss,2,hotel rooms wall one room another room hear sound clearly privacy bad experience time traveling alone girl sleep well sound people walking chat laugh outside hear clearly worse thing room next alway many story talk late night around  am anyway thanks hotel staffs helpful middle night got complaint 
996,1383,0.162,0.559,0.279,0.9414,Hotel Boss,0,almost everything hotel stay first room really bad smoking kind smell first enter although says smoking prohibited smell really bad secondly wall kind stains really comfortable see thirdly room light good quite dim fourthly important part water hot water flowing well sometimes works sometimes worst part water pressure small sometimes strong truly bad experience lastly upon checkout requested concierge help bags brought said guys busy wanted wait must wait  mins shame never ever comeback hotel sorry first last wants book think twice location great m away lavender mrt station hainanese chicken restaurant next hotel superb nice 
997,1384,0.538,0.462,0.0,-0.5667,Hotel Boss,5,none place good clean staff accommodating 
998,1385,0.0,0.674,0.326,0.4404,Hotel Boss,2,room  days location good near mrt station 
999,1386,0.0,0.716,0.284,0.7128,Hotel Boss,4,room slightly small expected good location near station cheaper alternatives appreciated water deliveries room service every  days 
1000,1387,0.068,0.878,0.054,-0.0772,Hotel Boss,2,room housekeeping every  day room small wasnt event cup toilet brushing teeth bed hard breakfast need variety spacious lobby carpark 
1001,1388,0.082,0.918,0.0,-0.34,Hotel Boss,2,baby cot provided received confirmation booking com said hotel arrange baby cot unfortunately hotel staff said never provide baby cot hotel arrived staff said know booking com confirmed 
1002,1389,0.0,0.381,0.619,0.7579,Hotel Boss,4,rooms small great location easily accessible 
1003,1390,0.11,0.504,0.386,0.7759,Hotel Boss,2,foul smell lobby lift especially pillow cases pretty bad smell ask new one felt clean fresh given name suggests sg clean location 
1004,1391,0.0,0.382,0.618,0.9774,Hotel Boss,5,good honestly great room big balcony good small gathering w friends view good could see whole kampung glam singapore flyer far staff nice accommodating love 
1005,1392,0.226,0.774,0.0,-0.5423,Hotel Boss,2,breakfast horrible wifi connection nightmare slow disconnecting constantly room cleaned every two days 
1006,1393,0.298,0.702,0.0,-0.1779,Hotel Boss,0,wifi work noisy cleaning staff 
1007,1394,0.149,0.851,0.0,-0.1027,Hotel Boss,2,room small bed hard price high one pillow nothing 
1008,1395,0.0,0.586,0.414,0.8158,Hotel Boss,4,housekeeping daily think sg hotels really daily cleaning good location kind allow us early check 
1009,1396,0.088,0.39,0.522,0.903,Hotel Boss,5,nothing clean fiona liu kind us told experience value hotel kind enough upgrade room best 
1010,1397,0.367,0.633,0.0,-0.4404,Hotel Boss,2,expected old dirty inside outside location 
1011,1398,0.333,0.667,0.0,-0.4585,Hotel Boss,5,nothing location perfect  minutes walk bts ashok 
1012,1399,0.053,0.758,0.189,0.5574,Hotel Boss,2,ran hot water  days tried ring reception phone rang go advise fixed room small hard navigate cleaned every second day location lobby beautiful 
1013,1400,0.178,0.616,0.206,0.1368,Hotel Boss,1,found staff unfriendly rude especially breakfast sure hotel breakfast manager extremely rude grumpy reception staff also rude well unfriendly face rooms small tight rooms get cleaned every day laundry crowded sufficient iron many people wait hours able iron clothes get started washing want go ahead make sure prepared wrinkled clothes bring iron prepared grumpy moody breakfast staff family make sure stay till late arrive hotel sleep chill space room great location 
1014,1401,0.452,0.548,0.0,-0.765,Hotel Boss,0,terrible mattress pillows senders running air conditioning adjusted location bad 
1015,1402,0.608,0.392,0.0,-0.4767,Hotel Boss,0,everything simply poor 
1016,1403,0.142,0.427,0.431,0.7271,Hotel Boss,5,nothing say everything excellent feel relaxed staying would like come every months relaxation 
1017,1404,0.0,1.0,0.0,0.0,Hotel Boss,2,rooms small especially bathroom several occasions lacked hot water morning 
1018,1405,0.0,1.0,0.0,0.0,Hotel Boss,2,rooms small 
1019,1406,0.314,0.318,0.368,0.0516,Hotel Boss,4,sadly honestly breakfast worst  months travelling location helpful staff ability store luggage 
1020,1407,0.19,0.622,0.188,-0.0258,Hotel Boss,0,hotel boss complete utter disappointment price pay expect atleast clean linen good service general decent room room dirty including linen windows ac didnt work called assistance nobody arrived terrible experience priced good initial reception serice alex thorougly showed us go map certain things 
1021,1408,0.083,0.663,0.254,0.9137,Hotel Boss,2,room smaller expected toilet smelly dusty like hotel  type rather hotels around town view excellent swimming pool ok breakfast terrible expecting proper breakfast like fried rice nasi lemak instead yellow rice hotdog dish gravy also mee goreng also tasteless expect scrambled eggs boiled eggs peeled yet instead overall breakfast really disappointing amount paid luckily enough  days  night stay staffs friendly view good 
1022,1409,0.0,1.0,0.0,0.0,Hotel Boss,2,room big enough family  enough pillows phone rang tried ask tiny bathroom flooded shower location 
1023,1410,0.085,0.701,0.213,0.765,Hotel Boss,2,small bed none aesthetics dark tone room television terrible glitches occurring every small hand towels bidet shock life found ants another kind crawlies around beverage set tray windy balcony city view front desk reception andrew warm receiving importantly giving specific instruction lift lobby room location unlike last checkin  reception go circling rooms aisle looking room 
1024,1411,0.041,0.899,0.06,0.2263,Hotel Boss,2,side chair dusty aircon cant control temp e end sleep cold temp bed abit stiff topper included  pillow provided us limited tv channel im frequent hotel stayer wife trying weekly would give hotel boss   rating breakfast lots variety helpful staff look table didnt hv seating 
1025,1412,0.217,0.635,0.148,-0.3182,Hotel Boss,2,toilet look nice shower head leaking sink chocked use first time worst bidet location 
1026,1413,0.37,0.535,0.095,-0.7717,Hotel Boss,0,hair bed hair towel dirty silverware four star hotel disgusting said problems front dest inform manager sure 
1027,1414,0.292,0.5,0.208,-0.25,Hotel Boss,0,everything horrible rooms like hostel room small nothing 
1028,1415,0.0,0.864,0.136,0.0258,Hotel Boss,5,hot cold shower water bidet lobby location staff 
1029,1416,0.0,0.588,0.412,0.4215,Hotel Boss,4,small bathroom nice view pool 
1030,1417,0.0,1.0,0.0,0.0,Hotel Boss,2,room small carpet slipper room bath tub 
1031,1418,0.099,0.865,0.035,-0.4588,Hotel Boss,0,poor customer service book staycation th th reach place saw hotel quiet didnt know hotel boss become quaratine place one inform still put hotel boss booking stay cation nil 
1032,1419,0.0,1.0,0.0,0.0,Hotel Boss,2,room small location 
1033,1420,0.0,0.288,0.712,0.9538,Hotel Boss,4,location great staffs friendly love view balcony definitely go staycay families friends 
1034,1421,0.0,0.516,0.484,0.8176,Hotel Boss,5,pillows need changed everything else hotel beautiful balcony view fantastic 
1035,1422,0.0,0.775,0.225,0.4404,Hotel Boss,2,room small location smooth check lift accessible car park complimentary parking 
1036,1423,0.0,0.775,0.225,0.4404,Hotel Boss,4,toilet floor slippery bidet spray toilet bowl area everything else good 
1037,1424,0.255,0.377,0.368,0.2955,Hotel Boss,5,nothing stay pleasant balcony view beautiful 
1038,1425,0.0,0.755,0.245,0.4404,Hotel Boss,2,hallway room smells smoke receptionist corteous lobby nice however hallway room smells cigarette smoke 
1039,1426,0.106,0.721,0.173,0.6605,Hotel Boss,2,rooms slight filthy especially walls room right front housecleaning rubbish chute really noisy time tv spoilt called get checked people came check worrisome covid period people coming room asked change room staff nice gave us another room better still walls filthy good aircon suddenly stop working sleeping work hr call help desk  nothing particular 
1040,1427,0.251,0.594,0.156,-0.3134,Hotel Boss,2,first time hotel view really make disappointed pillow sleep well 
1041,1428,0.0,0.58,0.42,0.4404,Hotel Boss,5,everything good stay price cheap 
1042,1429,0.0,1.0,0.0,0.0,Hotel Boss,2,small central 
1043,1430,0.12,0.778,0.102,-0.1263,Hotel Boss,2,saw cockroach run bed morning opened drinking water fridge last guest left water kettle cleanliness quite terrible unknown hair bed location good near mrt 
1044,1431,0.0,1.0,0.0,0.0,Hotel Boss,2,room small variety tv channels nothing 
1045,1432,0.0,0.408,0.592,0.7003,Hotel Boss,5,good hotel forever good hotel forever 
1046,1433,0.132,0.617,0.251,0.4005,Hotel Boss,0,staff name carol rude customer service plus really fit front desk due actions room service good fast 
1047,1434,0.065,0.811,0.124,0.4404,Hotel Boss,2,breakfast almost one eat orange slices given sour toilet bidet disappointing heart arab street mention making reservation swimming daughter kept counting swimmers room window went saw less  pax however informed next available slots available check boomer highlight b day girl location excellent staff approachable 
1048,1435,0.0,0.762,0.238,0.3612,Hotel Boss,2,room cramped n small facilities like pool halal coffehouse location 
1049,1436,0.0,0.803,0.197,0.4019,Hotel Boss,2,check room clean properly found used tissue pckt cili used slipper bed 
1050,1437,0.0,1.0,0.0,0.0,Hotel Boss,4,toilet balcony 
1051,1438,0.0,0.734,0.266,0.4404,Hotel Boss,2,expectations room small website claim biggest room location good 
1052,1439,0.0,0.874,0.126,0.3818,Hotel Boss,5,check check fast despite weekend leading school holidays counter staff tried get rooms floor group available pax rooms reservation 
1053,1440,0.0,0.423,0.577,0.6249,Hotel Boss,5,breakfast much choices superb 
1054,1441,0.0,0.27,0.73,0.6597,Hotel Boss,5,better like everything hotel 
1055,1442,0.105,0.688,0.206,0.3612,Hotel Boss,0,air con cool enough even though set  degrees lowest room smell unbearable throughout entire stay liked location course city view 
1056,1443,0.0,0.386,0.614,0.8611,Hotel Boss,4,toilet slightly small helpful friendly staff superb view city 
1057,1444,0.0,1.0,0.0,0.0,Hotel Boss,5,nil view 
1058,1445,0.0,0.771,0.229,0.836,Hotel Boss,5,little dust clothing hanging rack expecting great wished little spacious  people room got little squeezy walk around furniture room clean aircon working well shower essentials stocked location convenient many places go food especially 
1059,1446,0.0,0.9,0.1,0.4404,Hotel Boss,5,boss regularly stay least night night least month   time regular customer membership discount   depend room require must least stay dn continuously periods month location easy access town 
1060,1447,0.0,0.0,0.0,0.0,Hotel Boss,2,
1061,1448,0.0,0.47,0.53,0.7845,Hotel Boss,2,room bedsheets clean check call like  times housekeeping come clean 
1062,1449,0.123,0.877,0.0,-0.6649,Hotel Boss,1,check staff uninterested serve us call inform room give us w cleaned asked go back reception gave us another room without apologising walk away staff inform us gave us upgrade use already dislike encounter hotel website picture rooms misleading haizzzz enough say returning back ti hotel apart fm location balcony 
1063,1450,1.0,0.0,0.0,-0.1779,Hotel Boss,4,noisy 
1064,1451,0.1,0.633,0.267,0.8402,Hotel Boss,2,check hotel saturday th february  security back door rude us ask nicely scanning token carrying bags yet tone rude manner took book ask write family members particular hope management look upon customer service important front counter staff friendly food restaurant taste nice walking distance arab street 
1065,1452,0.0,0.0,1.0,0.4019,Hotel Boss,5,clean 
1066,1453,0.05,0.461,0.489,0.9242,Hotel Boss,5,aircon controls hard use superb experience staying room service staff really nice friendly elderly aunty   years old smiles 
1067,1454,0.0,0.756,0.244,0.6705,Hotel Boss,5,cemetery behind hotel half way thru night heard someone knocking door open knew already comfy clean rooms nice staffs 
1068,1455,0.078,0.818,0.104,0.1779,Hotel Boss,2,tv volume adjusted volume low get speaker connect aircon adjustable cotton buds toilet water spray next toilet bowl toilet rolls liked location cause balcony 
1069,1456,0.0,0.446,0.554,0.959,Hotel Boss,5,like surrounding boss area easy get food location good clean view good breakfast good tv got nothing management list put hbo movie attract staycation fyi 
1070,1457,0.0,0.606,0.394,0.6369,Hotel Boss,5,like much room clean near food court coming back month   
1071,1458,0.228,0.588,0.184,-0.1531,Hotel Boss,2,comments coming thank coming anymore wrong selection hotel wedding anniversary 
1072,1459,0.0,0.641,0.359,0.4215,Hotel Boss,5,toilet small enuf pillows balcony nice 
1073,1460,0.167,0.833,0.0,-0.4588,Hotel Boss,2,toilet got bidet shower bidet spray enough pillow upon request one staff nite duty rude nothing 
1074,1461,1.0,0.0,0.0,-0.5423,Hotel Boss,0,bad 
1075,1462,0.205,0.62,0.175,-0.2197,Hotel Boss,2,firstly front desk staff friendly hospitality attitude need courses bathroom poor drainage bad smell complaint noises room  till hrs duty manager security delaying go room confess cannot sleep well housekeeping glass never clean make room made like property near sultan gate mustafa centre bugis easy access public transport 
1076,1463,0.0,1.0,0.0,0.0,Hotel Boss,2,carpark occupied lots motorbike even parked car lots nothing 
1077,1464,0.0,0.465,0.535,0.3182,Hotel Boss,5,need aircon cool 
1078,1465,0.111,0.786,0.104,-0.0516,Hotel Boss,2,small room bidet restaurant staff trained properly let poor restaurant system many rubbish placed outside room guests hotel staff act location price good housekeeping 
1079,1466,0.379,0.621,0.0,-0.7269,Hotel Boss,2,soundproof room room bad disturbed voice simple talking also hear convenient location 
1080,1467,0.0,1.0,0.0,0.0,Hotel Boss,5,stains toilet wall close many many shops near mrt 
1081,1468,0.0,0.0,1.0,0.4019,Hotel Boss,4,clean 
1082,1469,0.073,0.862,0.066,-0.0772,Hotel Boss,2,hotel long term dormitory guest due pandemic doors open time one even cooking rooms even though room end corridor walk thru sort spoils staycation feel queue swimming pool access rather booking system disappointing room big balcony floor dusty check easy 
1083,1470,0.072,0.813,0.115,0.5559,Hotel Boss,2,room aircon working poorly good thing bring along mini fans u feel coldness floor feet slept using fan every night nd day brought kids swimming pool pic dont hv courtesy tell us swimming pool closed due heavy rain said u wait u want simply closed everything thou  family swimming theat heavy rain queing  hours try luck case rain stops initially hub asked us stop waiting went dissappointed service ultimately first last experience hotel nothing much except locations 
1084,1471,0.271,0.729,0.0,-0.7783,Hotel Boss,2,limited tv channels half channels available able watch make worst able connect devices tv entertaintment room cramp go laundry area iron clothes gym small 
1085,1472,0.0,1.0,0.0,0.0,Hotel Boss,5,everything 
1086,1473,0.0,0.674,0.326,0.4404,Hotel Boss,5,nothing ample parking lot good family staycation 
1087,1474,0.089,0.825,0.086,-0.0258,Hotel Boss,2,floor room sooo dusty room cleaned shock inform ironing need done level  around common area common area dark like location hotel near arab st little india 
1088,1475,0.0,0.571,0.429,0.9382,Hotel Boss,2,room small expected cleanliness standard room dusty breakfast ala carte buffet set meal satisfied wifi ok high floor city view enjoyed city view quiet nice kids enjoyed well 
1089,1476,0.0,0.0,0.0,0.0,Hotel Boss,1,
1090,1477,0.086,0.718,0.196,0.5584,Hotel Boss,5,toilet add bidget cann easily pass motion without use alot toilet tissues swimming pool closes pm quite disappointment night swim would better closes pm cleanliness room lights switches choose whether room dark version bright 
1091,1478,0.227,0.538,0.235,0.0516,Hotel Boss,2,walls quite thin next door units occupied inconsiderate guests positively irritating hence checked early stay overnight clean room 
1092,1479,0.0,0.75,0.25,0.25,Hotel Boss,0,aircon cooling feel warm throughout night room small cafe lobby ambience 
1093,1480,0.0,0.288,0.712,0.8126,Hotel Boss,5,overall great experience beds comfortable 
1094,1481,0.0,0.192,0.808,0.6369,Hotel Boss,4,love everything 
1095,1482,0.029,0.802,0.169,0.8884,Hotel Boss,2,room dusty discoloured spots chair took non smoking room one children asthmatic however whole corridor lift room stale smoke smell even room doesnt welcoming hotel smell price paid could taken better hotels town area see pictures website looks good surprised see real thing wanted go swim pool area full smokers hotel smokers smoke freely premises hotel website stated smoke free property aircon  degrees still make sweat sleeping night convenient distance bugis junction 
1096,1483,0.0,0.588,0.412,0.4215,Hotel Boss,4,nil nice view upper level 
1097,1484,0.538,0.462,0.0,-0.3252,Hotel Boss,2,wasnt promoted app 
1098,1485,0.076,0.714,0.209,0.6597,Hotel Boss,1,stay ruined neighboring tenants loud music whistling chanting noise till nearly am truly dissapointed birthday staycation get relax would left staycay guests really dissapointed would ask refund possible clean moderately spacious family room 
1099,1486,0.0,0.38,0.62,0.5994,Hotel Boss,2,rooms clean dusty location ok 
1100,1487,0.0,1.0,0.0,0.0,Hotel Boss,5,slipper  pillow kettle spoil press manual boil comments 
1101,1488,0.164,0.836,0.0,-0.5719,Hotel Boss,2,little facilities small swimming pool breakfast included small room noisy guests floors slow service hr plus wait phone able use aircon cold upon arrival choking filter 
1102,1489,0.078,0.854,0.068,-0.0772,Hotel Boss,2,tv could scan require password auto scanning called receptionist said password required need password called first place aircon set  degrees tried lower temp still abit warm 
1103,1490,0.0,1.0,0.0,0.0,Hotel Boss,4,review hidden meet guidelines
1104,1491,0.417,0.357,0.226,-0.3818,Hotel Boss,4,prepared guest slippers bed bad 
1105,1492,0.0,1.0,0.0,0.0,Hotel Boss,2,atms nearest mrt stations breakfast comment 
1106,1493,0.345,0.655,0.0,-0.2755,Hotel Boss,5,nothing like bathroom tv coffee 
1107,1494,0.0,1.0,0.0,0.0,Hotel Boss,5,go hotel 
1108,1495,0.173,0.37,0.457,0.6808,Hotel Boss,5,sadly facilities closed due covid love view balcony relaxing 
1109,1496,0.0,0.385,0.615,0.4939,Hotel Boss,2,hotel receptionist friendly n 
1110,1497,0.0,0.847,0.153,0.4404,Hotel Boss,2,swim else hotel singapore swimming pool open cleanest room many hair inside room location easy walk around 
1111,1498,0.0,0.286,0.714,0.6124,Hotel Boss,5,like hotel like hotel 
1112,1499,0.116,0.884,0.0,-0.5574,Hotel Boss,0,everything waste money fridge keeping ice cold bidet allowed use swimming pool informed electricity am pm due maintenance informed booking hotel still charged full price sleep without air con shower dark phone working never ever coming back 
1113,1500,0.0,0.543,0.457,0.6369,Hotel Boss,5,love balcony corner unit convenient location 
1114,1501,0.0,0.143,0.857,0.9001,Hotel Boss,4,comfortable friendly staff clean nice facilities 
1115,1502,0.0,1.0,0.0,0.0,Hotel Boss,2,wardrobe given side table give side 
1116,1503,0.214,0.786,0.0,-0.5994,Hotel Boss,2,room really small hotel slippers provided least moment step toilet ur feet cold pillows soft ouh tv ridiculously difficult understand 
1117,1504,0.0,0.0,1.0,0.8481,Hotel Boss,5,great great 
1118,1505,0.0,0.481,0.519,0.8268,Hotel Boss,4,covid period pool closed rooms clean view room nice lobby  lifts really liked 
1119,1506,0.0,0.661,0.339,0.7698,Hotel Boss,5,took room balcony balconys floor really sticky staff really friendly check process really fast easy 
1120,1507,0.096,0.771,0.134,0.296,Hotel Boss,2,room booked family room balcony balcony facing walls  corner wall u see anything outside see workers talking eachother balcony waste bed pillows flated dissapointed stay lucky stay  day location good rather everything use swimming pool hotel cafe close outside foodcourt close dissapointed alot workers hotel waste staycation might well stay hone 
1121,1508,0.079,0.396,0.525,0.9081,Hotel Boss,5,view nice good location near mrt bus stop also facilities clean staffs friendly room also neat tidy 
1122,1509,0.0,0.6,0.4,0.7184,Hotel Boss,5,shower little small balcony room city view friendly helpful staffs pool 
1123,1510,0.0,0.743,0.257,0.9313,Hotel Boss,4,shade around pool pads loungers use rooms small fully functional higher floors huge windows give nice views area desk wifi password room modern bathroom shower reading lights ceiling security excellent use room card access floor screening coronavirus excellent temperature check time entering hotel short walk lavender mrt station 
